"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined","lnRR","lnRR_Var","lnRR_SE"
"comp_20","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-24","Zeiger_Rodent_RQ22-5_LP_isoc",22,43,"lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-24",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Center_zone_time","sec","yes","night","cc-cr",221.66,43.95,8,200.64,26.75,8,"con_07","no","protein-","protein-.ANXIETY","PR_anx",0,124.309372132595,75.6604255869606,15452.82,5724.5,0.204273584603604,-0.193131389079771,0.500582469064912,32,0.250582808335123,-0.0996324189029512,0.0570887456462036,0.238932512744088
"comp_21","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-25","Zeiger_Rodent_RQ22-5_LP_isoc",1,43,"pre+lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-25",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Center_zone_time","sec","yes","night","cc-rr",171.97,9.56,8,200.64,26.75,8,"con_07","no","protein-","protein-.ANXIETY","PR_anx",0,27.0397633125736,75.6604255869606,731.1488,5724.5,-0.504629625037276,0.477104372762516,0.503544135703818,32,0.253556696601705,0.154192214448448,0.0208654891673518,0.14444891542463
"comp_22","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-26","Zeiger_Rodent_RQ22-5_LP_isoc",1,22,"pre",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-26",1,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Border_zone_time","sec","no","night","cc-rc",3477.71,22.29,8,3410.83,22.29,8,"con_08","no","protein-","protein-.ANXIETY","PR_anx",0,63.0456406105926,63.0456406105926,3974.7528,3974.7528,1.06081878702908,1.00295594410022,0.515477943056944,32,0.265717509778218,0.0194183677645336,0.0000837873721141993,0.00915354423784576
"comp_23","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-27","Zeiger_Rodent_RQ22-5_LP_isoc",22,43,"lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-27",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Border_zone_time","sec","no","night","cc-cr",3388.54,44.58,8,3410.83,22.29,8,"con_08","no","protein-","protein-.ANXIETY","PR_anx",0,126.091281221185,63.0456406105926,15899.0112,3974.7528,-0.223606797749979,-0.211410063327252,0.500697860098721,32,0.250698347107438,-0.0065565132798788,0.000215790282491635,0.0146898019895312
"comp_24","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-28","Zeiger_Rodent_RQ22-5_LP_isoc",1,43,"pre+lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-28",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Border_zone_time","sec","no","night","cc-rr",3433.12,0,8,3410.83,22.29,8,"con_08","no","protein-","protein-.ANXIETY","PR_anx",0,0,63.0456406105926,0,3974.7528,0.499999999999999,0.472727272727272,0.503479627728064,32,0.25349173553719,0.00651380527708004,0.0000427070908248778,0.00653506624487295
"comp_25","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-29","Zeiger_Rodent_RQ22-5_LP_isoc",1,22,"pre",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-29",1,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Center_zone_distance","m","yes","night","cc-rc",14.04,1.54,8,23.08,2.69,8,"con_09","no","protein-","protein-.ANXIETY","PR_anx",0,4.35577777210913,7.60846896556725,18.9728,57.8888,-1.45823902968111,1.37869871897123,0.528866862938067,32,0.279700158713952,0.497056043042234,0.0256153174367996,0.160047859831988
"comp_26","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-30","Zeiger_Rodent_RQ22-5_LP_isoc",22,43,"lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-30",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Center_zone_distance","m","yes","night","cc-cr",15.96,2.88,8,23.08,2.69,8,"con_09","no","protein-","protein-.ANXIETY","PR_anx",0,8.14587011926903,7.60846896556725,66.3552,57.8888,-0.903352558679171,0.854078782751217,0.511270637834458,32,0.261397665111653,0.368880849618236,0.0461467746236041,0.214818003490406
"comp_27","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-31","Zeiger_Rodent_RQ22-5_LP_isoc",1,43,"pre+lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-31",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Center_zone_distance","m","yes","night","cc-rr",13.85,1.15,8,23.08,2.69,8,"con_09","no","protein-","protein-.ANXIETY","PR_anx",0,3.25269119345812,7.60846896556725,10.58,57.8888,-1.5775035333416,1.49145788606842,0.533626253598839,32,0.284756978529933,0.510681209006551,0.0204785596497254,0.143103318094744
"comp_28","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-32","Zeiger_Rodent_RQ22-5_LP_isoc",1,22,"pre",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-32",1,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Border_zone_distance","m","no","night","cc-rc",119.36,16.15,8,128.3,6.28,8,"con_10","no","protein-","protein-.ANXIETY","PR_anx",0,45.679098064651,17.7625223434061,2086.58,315.5072,-0.257963423609664,-0.243892691412773,0.50092856971024,32,0.250929431951946,-0.0722271351661401,0.0207033171767247,0.143886473223596
"comp_29","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-33","Zeiger_Rodent_RQ22-5_LP_isoc",22,43,"lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-33",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Border_zone_distance","m","no","night","cc-cr",112.18,11.67,8,128.3,6.28,8,"con_10","no","protein-","protein-.ANXIETY","PR_anx",0,33.007744545788,17.7625223434061,1089.5112,315.5072,-0.608189655952262,-0.575015674718502,0.505139878928537,32,0.255166297283937,-0.1342665475414,0.0132179675435496,0.114969420036589
"comp_30","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-34","Zeiger_Rodent_RQ22-5_LP_isoc",1,43,"pre+lact",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-34",21,"yes",90,"EXPLORATION","ANXIETY","Open_Field",60,"Border_zone_distance","m","no","night","cc-rr",100.51,8.08,8,128.3,6.28,8,"con_10","no","protein-","protein-.ANXIETY","PR_anx",0,22.8536911679492,17.7625223434061,522.2912,315.5072,-1.35779367507717,-1.28373220189114,0.525118563489658,32,0.275749505721442,-0.244114046584942,0.00885843889376892,0.094119280138391
"comp_31","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-35","Zeiger_Rodent_RQ22-5_LP_isoc",1,22,"pre",122,20,20,"yes","single",22,12,10,"yes","no","f","group",209,4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-35",1,"yes",90,"EXPLORATION","ACTIVITY","Open_Field",60,"Total_distance","m","yes","night","cc-rc",133.5,19.36,8,150.83,9.17,8,"con_11","no","protein-","protein-.ACTIVITY","PR_act",0,54.7583491350862,25.9366767339226,2998.4768,672.7112,-0.404492290018886,-0.382429074199674,0.5022799890996,32,0.252285187449894,-0.122051896939857,0.0247266969923322,0.157247247964256
