"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined"
"comp_21","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-25","Zeiger_Rodent_RQ22-5_LP_isoc",1,"43","pre+lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-25",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Center_zone_time","sec","yes","night","cc-rr",171.97,9.56,8,200.64,26.75,8,"con_07","no","protein-","protein-.ANXIETY","PR_anx",0,27.0397633125736,75.6604255869606,731.1488,5724.5,-0.504629625037276,0.477104372762516,0.503544135703818,32,0.253556696601705
"comp_22","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-26","Zeiger_Rodent_RQ22-5_LP_isoc",1,"22","pre",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-26",1,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Border_zone_time","sec","no","night","cc-rc",3477.71,22.29,8,3410.83,22.29,8,"con_08","no","protein-","protein-.ANXIETY","PR_anx",0,63.0456406105926,63.0456406105926,3974.7528,3974.7528,1.06081878702908,1.00295594410022,0.515477943056944,32,0.265717509778218
"comp_23","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-27","Zeiger_Rodent_RQ22-5_LP_isoc",22,"43","lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-27",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Border_zone_time","sec","no","night","cc-cr",3388.54,44.58,8,3410.83,22.29,8,"con_08","no","protein-","protein-.ANXIETY","PR_anx",0,126.091281221185,63.0456406105926,15899.0112,3974.7528,-0.223606797749979,-0.211410063327252,0.500697860098721,32,0.250698347107438
"comp_24","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-28","Zeiger_Rodent_RQ22-5_LP_isoc",1,"43","pre+lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-28",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Border_zone_time","sec","no","night","cc-rr",3433.12,0,8,3410.83,22.29,8,"con_08","no","protein-","protein-.ANXIETY","PR_anx",0,0,63.0456406105926,0,3974.7528,0.499999999999999,0.472727272727272,0.503479627728064,32,0.25349173553719
"comp_25","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-29","Zeiger_Rodent_RQ22-5_LP_isoc",1,"22","pre",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-29",1,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Center_zone_distance","m","yes","night","cc-rc",14.04,1.54,8,23.08,2.69,8,"con_09","no","protein-","protein-.ANXIETY","PR_anx",0,4.35577777210913,7.60846896556725,18.9728,57.8888,-1.45823902968111,1.37869871897123,0.528866862938067,32,0.279700158713952
"comp_26","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-30","Zeiger_Rodent_RQ22-5_LP_isoc",22,"43","lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-30",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Center_zone_distance","m","yes","night","cc-cr",15.96,2.88,8,23.08,2.69,8,"con_09","no","protein-","protein-.ANXIETY","PR_anx",0,8.14587011926903,7.60846896556725,66.3552,57.8888,-0.903352558679171,0.854078782751217,0.511270637834458,32,0.261397665111653
"comp_27","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-31","Zeiger_Rodent_RQ22-5_LP_isoc",1,"43","pre+lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-31",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Center_zone_distance","m","yes","night","cc-rr",13.85,1.15,8,23.08,2.69,8,"con_09","no","protein-","protein-.ANXIETY","PR_anx",0,3.25269119345812,7.60846896556725,10.58,57.8888,-1.5775035333416,1.49145788606842,0.533626253598839,32,0.284756978529933
"comp_28","s_01","D_01","A_01","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-32","Zeiger_Rodent_RQ22-5_LP_isoc",1,"22","pre",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,200,7,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-32",1,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Border_zone_distance","m","no","night","cc-rc",119.36,16.15,8,128.3,6.28,8,"con_10","no","protein-","protein-.ANXIETY","PR_anx",0,45.679098064651,17.7625223434061,2086.58,315.5072,-0.257963423609664,-0.243892691412773,0.50092856971024,32,0.250929431951946
"comp_29","s_01","D_02","A_02","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-33","Zeiger_Rodent_RQ22-5_LP_isoc",22,"43","lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,190,6,10,10,90,5.6,0.05,5.6,"0.05",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-33",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Border_zone_distance","m","no","night","cc-cr",112.18,11.67,8,128.3,6.28,8,"con_10","no","protein-","protein-.ANXIETY","PR_anx",0,33.007744545788,17.7625223434061,1089.5112,315.5072,-0.608189655952262,-0.575015674718502,0.505139878928537,32,0.255166297283937
"comp_30","s_01","D_03","A_03","Reyes-Castro",2012,"Maternal protein restriction in the","J022","rats","Wistar","protein","-",50,NA,"no","yes","yes","yes","Zeiger_Rodent_RQ22-34","Zeiger_Rodent_RQ22-5_LP_isoc",1,"43","pre+lact",122,20,20,"yes","single",22,"12",10,"yes","no","f","group","209",4,199,10,10,10,90,5.6,0.05,5.1,"0.04",16,16,"20% casein control","yes","Zeiger_Rodent_RQ22-34",21,"yes","90","EXPLORATION","ANXIETY","Open_Field","60","Border_zone_distance","m","no","night","cc-rr",100.51,8.08,8,128.3,6.28,8,"con_10","no","protein-","protein-.ANXIETY","PR_anx",0,22.8536911679492,17.7625223434061,522.2912,315.5072,-1.35779367507717,-1.28373220189114,0.525118563489658,32,0.275749505721442
"comp_43","s_03","D_05","A_05","Trzcinska",1999,"Influence of prenatal protein malnutrition","J041","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"21","pre",NA,NA,NA,"no","",22.7,"12",8,"yes","yes","f","pair","547.1",24.3,513.1,23,36,36,130,6.4,0.1,5.2,"0.3",36,36,"control","yes","Rat_Chow_PMI_foods_#5001",21,"yes","130","ANXIETY","ANXIETY","Open_Field","5","Center_entries","#","yes","day","6/25-25/25 f",0.78,0.61,5,4.17,1.73,5,"con_12","no","protein-","protein-.ANXIETY","PR_anx",0,1.36400146627487,3.86839760107464,1.8605,14.9645,-1.16879180960728,1.05568292480657,0.685313178304642,10,0.46965415235801
"comp_44","s_03","D_05","A_06","Trzcinska",1999,"Influence of prenatal protein malnutrition","J041","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"21","pre",NA,NA,NA,"no","",22.7,"12",8,"yes","yes","m","pair","547.1",24.3,513.1,23,36,36,130,6.4,0.1,5.2,"0.3",36,36,"control","yes","Rat_Chow_PMI_foods_#5001",21,"yes","130","ANXIETY","ANXIETY","Open_Field","5","Center_entries","#","yes","day","6/25-25/25 m",1.88,0.37,13,1.7,0.58,13,"con_13","no","protein-","protein-.ANXIETY","PR_anx",0,1.33405397192168,2.09121973976911,1.7797,4.3732,0.102623677757414,-0.0993829300387591,0.392494489117323,26,0.154051923987468
"comp_45","s_03","D_06","A_07","Trzcinska",1999,"Influence of prenatal protein malnutrition","J041","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"21","pre",NA,NA,NA,"no","",22.7,"12",8,"yes","yes","m","pair","547.1",24.3,513.1,23,36,36,130,6.4,0.1,5.2,"0.3",36,36,"control","yes","Rat_Chow_PMI_foods_#5001",21,"yes","120","ANXIETY","ANXIETY","Forced_swim_test","5","latency_immobility","sec","no","day","6/25-25/25 m",57.8,13.76,14,57.11,11.01,14,"con_14","no","protein-","protein-.ANXIETY","PR_anx",0,51.4852056420094,41.1956478283811,2650.7264,1697.0814,0.0147988824288562,0.014367847018307,0.377969724662606,28,0.142861112761526
"comp_46","s_03","D_06","A_07","Trzcinska",1999,"Influence of prenatal protein malnutrition","J041","rats","Sprague-Dawley","protein","-",24,NA,"no","no","yes","yes","Teklad_isocal_25Casein","Teklad_isocal_6Casein",-35,"21","pre",NA,NA,NA,"no","",22.7,"12",8,"yes","yes","m","pair","547.1",24.3,513.1,23,36,36,130,6.4,0.1,5.2,"0.3",36,36,"control","yes","Rat_Chow_PMI_foods_#5001",21,"yes","120","ANXIETY","ANXIETY","Forced_swim_test","5","Total_immobility","sec","yes","day","6/25-25/25 m",52.53,6.91,14,41.47,4.84,14,"con_15","no","protein-","protein-.ANXIETY","PR_anx",0,25.8548525426079,18.1096217519859,668.4734,327.9584,0.495503053627294,-0.481070925851741,0.383806859086885,28,0.14730770508214
"comp_71","s_06","D_12","A_15","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","Open_Field","10","Inner_crossings","#","yes","day","con_exp_4mo",0.56,0.41,7,1.09,0.24,7,"con_20","no","protein-","protein-.ANXIETY","PR_anx",0,1.08475803753648,0.634980314655502,1.1767,0.4032,-0.596315458531748,0.558252769689296,0.54653411802652,14,0.298699542167026
"comp_72","s_06","D_12","A_15","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","Open_Field","10","Outer_crossings","#","no","day","con_exp_4mo",44.42,9.8,7,31.73,5.19,7,"con_21","no","protein-","protein-.ANXIETY","PR_anx",0,25.928362848433,13.7314493044252,672.28,188.5527,0.611670086422436,0.572627314948664,0.54715342527516,14,0.299376870790341
"comp_73","s_06","D_12","A_15","Nollan",2001,"Lack of effect of protein ","J039","rats","Wistar","protein","-",0,NA,"no","no","yes","yes","Nolan_control","TD_93328_Harland_Teklad",1,"22","pre",NA,NA,NA,"no","",NA,"14",NA,"yes","yes","m","group","384.1",4.47,337.9,4.2,NA,NA,84,6.7,0.8,3.9,"0.5",NA,NA,"control","yes","Nolan_control",0,"yes","122","ANXIETY","ANXIETY","Open_Field","10","Latency_enter_Inner","sec","no","day","con_exp_4mo",481.89,75.59,7,382.68,80.31,7,"con_22","no","protein-","protein-.ANXIETY","PR_anx",0,199.992341603372,212.480287791597,39996.9367,45147.8727,0.480829781068943,0.450138518447521,0.542362407395222,14,0.294156980955541
