"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined","lnRR","lnRR_Var","lnRR_SE"
"comp_121","s_12","D_20","A_28","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",75,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",0,21,"pre",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,288.34,NA,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",0,"yes",70,"ANXIETY","ANXIETY","Open_Field",10,"Central_zone_entries","#","yes","day","con_exp_G",12.77,1.39,12,20.17,3.33,12,"con_59","no","calorie-","calorie-.ANXIETY","CR_anx",0,4.81510124504148,11.5354583784087,23.1852,133.0668,-0.837209070803965,0.80833979250038,0.41650096563688,48,0.173473054376454,0.457097681921673,0.0391049884728822,0.197749812826415
"comp_122","s_12","D_20","A_28","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",75,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",0,21,"pre",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,288.34,NA,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",0,"yes",70,"ANXIETY","ANXIETY","Open_Field",10,"Central_zone_duration","%","yes","day","con_exp_G",9.33,1.68,12,11.25,2.32,12,"con_60","yes","calorie-","calorie-.ANXIETY","CR_anx",0,5.81969071343143,8.03671574711959,33.8688,64.5888,-0.273647575030024,0.264211451753127,0.409137910877319,48,0.167393830117057,0.187133113791177,0.0749507601992801,0.273771364827076
"comp_127","s_12","D_21","A_29","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",75,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",22,43,"lact",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,299.65,NA,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","EPM",5,"Open_arm_entries","%","yes","day","con_exp_L",37.29,4.4,12,39.32,4.74,12,"con_57","yes","calorie-","calorie-.ANXIETY","CR_anx",0,15.2420471066061,16.419841655753,232.32,269.6112,-0.128141245123427,0.123722581498481,0.408443530332589,48,0.166826117470548,0.0530081010882364,0.0284547507796314,0.168685360300268
"comp_128","s_12","D_21","A_29","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",75,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",22,43,"lact",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,299.65,NA,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","EPM",5,"Open_arm_duration","%","yes","day","con_exp_L",34.13,2.59,12,32.2,4.76,12,"con_58","yes","calorie-","calorie-.ANXIETY","CR_anx",0,8.97202318320678,16.4891236880557,80.4972,271.8912,0.14539902856973,-0.140385268963878,0.408499643305409,48,0.166871958580646,-0.0582103103682531,0.0276112850962147,0.166166437935627
"comp_129","s_12","D_21","A_29","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",75,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",22,43,"lact",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,299.65,NA,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","Open_Field",10,"Central_zone_entries","#","yes","day","con_exp_L",12.66,1.93,12,20.17,3.33,12,"con_59","no","calorie-","calorie-.ANXIETY","CR_anx",0,6.68571611721587,11.5354583784087,44.6988,133.0668,-0.796583072444114,0.769114690635696,0.415726490207099,48,0.172828514659913,0.46574893525009,0.0504975062426544,0.224716501936672
"comp_130","s_12","D_21","A_29","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",75,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",22,43,"lact",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,299.65,NA,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","Open_Field",10,"Central_zone_duration","%","yes","day","con_exp_L",7.94,1.45,12,11.25,2.32,12,"con_60","yes","calorie-","calorie-.ANXIETY","CR_anx",0,5.02294734194974,8.03671574711959,25.23,64.5888,-0.493923133506966,0.47689130131707,0.411139490132707,48,0.169035680346582,0.348454853391385,0.075877540538396,0.275458781922806
"comp_135","s_12","D_22","A_30","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",50,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",-7,-4,"pregestation",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,327.91,4.24,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","EPM",5,"Open_arm_entries","%","yes","day","con_exp_P",34.24,3.9,12,39.32,4.74,12,"con_57","yes","calorie-","calorie-.ANXIETY","CR_anx",0,13.5099962990372,16.419841655753,182.52,269.6112,-0.337867541375421,0.326216936500406,0.409603689172785,48,0.167775182183955,0.138338744005424,0.0275057788730946,0.165848662560464
"comp_136","s_12","D_22","A_30","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",50,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",-7,-4,"pregestation",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,327.91,4.24,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","EPM",5,"Open_arm_duration","%","yes","day","con_exp_P",24.31,3.9,12,32.2,4.76,12,"con_58","yes","calorie-","calorie-.ANXIETY","CR_anx",0,13.5099962990372,16.4891236880557,182.52,271.8912,-0.523440699349365,0.505391020061456,0.411493976302088,48,0.169327292532904,0.281078664222331,0.0475896333998447,0.218150483382102
"comp_137","s_12","D_22","A_30","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",50,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",-7,-4,"pregestation",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,327.91,4.24,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","Open_Field",10,"Central_zone_entries","#","yes","day","con_exp_P",8.43,1.07,12,20.17,3.33,12,"con_59","no","calorie-","calorie-.ANXIETY","CR_anx",0,3.7065887281974,11.5354583784087,13.7388,133.0668,-1.37028777617554,1.32303647354879,0.430000308991415,48,0.184900265732713,0.872399579952356,0.0433675388036123,0.208248742621924
"comp_138","s_12","D_22","A_30","Levay",2008,"Anxiety-like behaviour in adult","J008","rats","Lister","calorie","-",50,NA,"yes","no","yes","no","Barastoc","25%_Barastoc",-7,-4,"pregestation",70,15,15,"yes","single",22,12,8,"yes","no","both","m_ind_f_group",292.58,NA,327.91,4.24,12,12,70,NA,NA,NA,"",NA,NA,"control","yes","Barastoc",21,"yes",70,"ANXIETY","ANXIETY","Open_Field",10,"Central_zone_duration","%","yes","day","con_exp_P",5.62,0.93,12,11.25,2.32,12,"con_60","yes","calorie-","calorie-.ANXIETY","CR_anx",0,3.22161450207811,8.03671574711959,10.3788,64.5888,-0.919573799521769,0.887864358158949,0.418184358249158,48,0.17487815748426,0.694036464744829,0.0699113766736853,0.26440759571859
"comp_178","s_14","D_27","A_35","Hernandes",2005,"Effects of different malnutrition techniques","J008","rats","Wistar","calorie","-",50,NA,"no","yes","yes","no","Hernandes_control_protein","Hernandes_low_16%protein",0,43,"pre+lact",NA,NA,NA,"no","single",23,12,8,"yes","no","both","single",404.5,10,319,16.5,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Hernandes_control_16%protein",21,"yes",70,"ANXIETY","ANXIETY","Elev_T_maze",5,"latency_emerge_closed_arm","sec","no","day","C_PCM",13.33,1.21,10,18.18,3.64,10,"con_74","no","calorie-","calorie-.ANXIETY","CR_anx",0,3.82635596880374,11.5106906830129,14.641,132.496,-0.565452056612531,-0.541559716192283,0.456231146526817,20,0.208146859061174,-0.310304954558715,0.0483277390364944,0.219835709193239
"comp_179","s_14","D_27","A_35","Hernandes",2005,"Effects of different malnutrition techniques","J008","rats","Wistar","calorie","-",50,NA,"no","yes","yes","no","Hernandes_control_protein","Hernandes_low_16%protein",0,43,"pre+lact",NA,NA,NA,"no","single",23,12,8,"yes","no","both","single",404.5,10,319,16.5,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Hernandes_control_16%protein",21,"yes",70,"ANXIETY","ANXIETY","Elev_T_maze",5,"latency_emerge_open_arm","sec","yes","day","C_PCM",13.25,2.09,10,10.69,1.63,10,"con_75","no","calorie-","calorie-.ANXIETY","CR_anx",0,6.60916030975191,5.15451258607446,43.681,26.569,0.431948329584228,-0.413696991714472,0.452497550667208,20,0.204754033359822,-0.214688827395277,0.0481304289696315,0.219386483106028
"comp_524","s_54","D_96","A_138","Smart",1974,"Activity and exploratory behavior of ","J016","rats","Lister","calorie","-",50,NA,"no","","yes","no","Oxoid_breeding_diet_London","Oxoid_breeding_diet_London",0,43,"pre+lact",NA,10,11,"no","single",NA,12,NA,"no","no","m","group",360,40,264,19,15,14,110,6.1,0.8,5.4,"0.6",69,80,"control","yes","Oxoid_breeding_diet_London",25,"yes",105,"ANXIETY","ANXIETY","Open_Field",10,"Defecation","#","no","day","C_U",1.47,0.4,15,5.33,0.36,15,"con_201","no","calorie-","calorie-.ANXIETY","CR_anx",0,1.54919333848297,1.39427400463467,2.4,1.944,-2.61913204522985,-2.54834469265607,0.499298209977461,30,0.249298702486697,-1.28808883738711,0.0786051733875778,0.280366141656902
"comp_615","s_66","D_123","A_164","Kumon",2010,"Maternal dietary restriction during lactation","J057","mice","C57BL/6J","calorie","-",70,NA,"no","yes","yes","no","CE-2_Clea_Japan","CE-2_Clea_Japan",0,43,"pre+lact",56,4,6,"no","single",NA,12,5,"yes","no","m","",8.53,0.59,5.75,0.2,17,17,21,NA,NA,NA,"",NA,NA,"control","yes","CE-2_Clea_Japan",22,"yes",21,"EXPLORATION","ANXIETY","Open_Field",5,"time_spent_central_platform","%","yes","day","CD_RD_3wks",3.41,0.73,17,9.86,3.04,17,"con_244","yes","calorie-","calorie-.ANXIETY","CR_anx",0,3.00986710670089,12.5342411018777,9.0593,157.1072,-0.707624687831894,0.690909144024842,0.353702894611137,34,0.125105737656297,1.06177387731912,0.140887660265041,0.375350050306432
"comp_622","s_66","D_123","A_164","Kumon",2010,"Maternal dietary restriction during lactation","J057","mice","C57BL/6J","calorie","-",70,NA,"no","yes","yes","no","CE-2_Clea_Japan","CE-2_Clea_Japan",0,43,"pre+lact",56,4,6,"no","single",NA,12,5,"yes","no","m","",17.66,0.4,14.88,0.6,16,16,35,NA,NA,NA,"",NA,NA,"control","yes","CE-2_Clea_Japan",22,"yes",35,"ANXIETY","ANXIETY","EPM",5,"time_spent_open_arm","%","yes","day","CD_RD_5wks",18.98,3.05,16,23.56,2.54,16,"con_247","yes","calorie-","calorie-.ANXIETY","CR_anx",0,12.2,10.16,148.84,103.2256,-0.407965732473232,0.397680882074747,0.357261577465022,32,0.127635834732796,0.216164565601604,0.0374459968826928,0.193509681625217
"comp_623","s_66","D_123","A_164","Kumon",2010,"Maternal dietary restriction during lactation","J057","mice","C57BL/6J","calorie","-",70,NA,"no","yes","yes","no","CE-2_Clea_Japan","CE-2_Clea_Japan",0,43,"pre+lact",56,4,6,"no","single",NA,12,5,"yes","no","m","",17.66,0.4,14.88,0.6,16,16,35,NA,NA,NA,"",NA,NA,"control","yes","CE-2_Clea_Japan",22,"yes",35,"ANXIETY","ANXIETY","EPM",5,"risk_assessment_head_diping_and_stretch_posture","#","no","day","CD_RD_5wks",13.3,1.4,16,19.6,1.4,16,"con_248","no","calorie-","calorie-.ANXIETY","CR_anx",0,5.6,5.6,31.36,31.36,-1.125,-1.09663865546218,0.380845908048866,32,0.145043605677565,-0.387765531008763,0.0161823732262988,0.127209957260817
"comp_624","s_66","D_123","A_164","Kumon",2010,"Maternal dietary restriction during lactation","J057","mice","C57BL/6J","calorie","-",70,NA,"no","yes","yes","no","CE-2_Clea_Japan","CE-2_Clea_Japan",0,43,"pre+lact",56,4,6,"no","single",NA,12,5,"yes","no","m","",17.66,0.4,14.88,0.6,16,16,35,NA,NA,NA,"",NA,NA,"control","yes","CE-2_Clea_Japan",22,"yes",35,"ANXIETY","ANXIETY","EPM",5,"entry_open_arm","%","yes","day","CD_RD_5wks",44.05,3.47,16,43.35,2.43,16,"con_249","yes","calorie-","calorie-.ANXIETY","CR_anx",0,13.88,9.72,192.6544,94.4784,0.0584213562424323,-0.0569485489422029,0.353629823808895,32,0.12505405228711,-0.0160186491556375,0.00934756578898541,0.096682810204221
"comp_649","s_73","D_131","A_175","Shimizu",2013,"Maternal dietary restriction alters offspring","J052","mice","Jcl:ICR","calorie","-",50,NA,"no","","yes","no","MF_oriental_yeast_co_Tokyo","MF_oriental_yeast_co_Tokyo",12,22,"pre",77,NA,NA,"no","single",23,12,10,"yes","no","m","",39.63,0.61,40.45,1.22,16,16,56,1.76,0.02,1.15,"0.03",22,22,"control","yes","MF_oriental_yeast_co_Tokyo",21,"yes",59.5,"ANXIETY","ANXIETY","Open_Field",10,"time_spent_center_area","%","yes","day","AD_DR",17.97,1.52,14,26.95,1.37,14,"con_266","yes","calorie-","calorie-.ANXIETY","CR_anx",0,5.68731922789639,5.1260706198803,32.3456,26.2766,-1.6586711012994,1.61036029252369,0.439007440367744,28,0.192727532698239,0.405279596559539,0.00973887826530686,0.0986857551286246
"comp_654","s_73","D_131","A_175","Shimizu",2013,"Maternal dietary restriction alters offspring","J052","mice","Jcl:ICR","calorie","-",50,NA,"no","","yes","no","MF_oriental_yeast_co_Tokyo","MF_oriental_yeast_co_Tokyo",12,22,"pre",77,NA,NA,"no","single",23,12,10,"yes","no","m","",39.63,0.61,40.45,1.22,16,16,56,1.76,0.02,1.15,"0.03",22,22,"control","yes","MF_oriental_yeast_co_Tokyo",21,"yes",59.5,"ANXIETY","ANXIETY","EPM",10,"time_spent_open_arm","%","yes","day","AD_DR",30.05,4.46,14,34.52,4.88,14,"con_268","yes","calorie-","calorie-.ANXIETY","CR_anx",0,16.6877919450118,18.2592880474568,278.4824,333.4016,-0.255557112475009,0.248113701432048,0.379527333499531,28,0.144040996873264,0.138676205234011,0.042013009052644,0.204970751700441
"comp_655","s_73","D_131","A_175","Shimizu",2013,"Maternal dietary restriction alters offspring","J052","mice","Jcl:ICR","calorie","-",50,NA,"no","","yes","no","MF_oriental_yeast_co_Tokyo","MF_oriental_yeast_co_Tokyo",12,22,"pre",77,NA,NA,"no","single",23,12,10,"yes","no","m","",39.63,0.61,40.45,1.22,16,16,56,1.76,0.02,1.15,"0.03",22,22,"control","yes","MF_oriental_yeast_co_Tokyo",21,"yes",59.5,"ANXIETY","ANXIETY","EPM",10,"number_entries_open_arm","%","yes","day","AD_DR",29.64,4.06,14,30.05,3.65,14,"con_269","yes","calorie-","calorie-.ANXIETY","CR_anx",0,15.1911289903022,13.6570494617249,230.7704,186.515,-0.0283845660895686,0.0275578311549209,0.377983792454462,28,0.142871747358258,0.0137378605533305,0.0335162726945801,0.183074500394184
"comp_656","s_73","D_131","A_175","Shimizu",2013,"Maternal dietary restriction alters offspring","J052","mice","Jcl:ICR","calorie","-",50,NA,"no","","yes","no","MF_oriental_yeast_co_Tokyo","MF_oriental_yeast_co_Tokyo",12,22,"pre",77,NA,NA,"no","single",23,12,10,"yes","no","m","",39.63,0.61,40.45,1.22,16,16,56,1.76,0.02,1.15,"0.03",22,22,"control","yes","MF_oriental_yeast_co_Tokyo",21,"yes",59.5,"ANXIETY","ANXIETY","Forced_swim_test",5,"immobility","%","no","day","AD_DR",45.38,3.65,14,22.23,3.96,14,"con_270","yes","calorie-","calorie-.ANXIETY","CR_anx",0,13.6570494617249,14.8169632516248,186.515,219.5424,1.62469662550025,1.57737536456335,0.436698374812084,28,0.190705470563515,0.71362875137559,0.038202314874158,0.19545412473048
"comp_679","s_78","D_141","A_185","Fernandez",1997,"Oil enriched diets and behavioural","J009","rats","Wistar","calorie","-",50,NA,"yes","yes","yes","no","A04_Panlab_Barcelona","A04_Panlab_Barcelona",0,42,"pre+lact",72,12,10,"no","single",23,12,8,"yes","no","m","",356.2,3.8,272.4,2.3,15,14,90,5.88,0.07,4.89,"0.06",15,42,"control","yes","A04_Panlab_Barcelona",21,"yes",120,"ANXIETY","ANXIETY","Open_Field",3,"border_square_crossed","#","no","day","C_M",4.93,1.05,14,9.13,3,15,"con_280","no","calorie-","calorie-.ANXIETY","CR_anx",0,3.92874025611264,11.6189500386223,15.435,135,-0.477298409050571,-0.463916210665975,0.376936017452553,29,0.142080761252991,-0.616226706552279,0.153330689691947,0.391574628508982
"comp_680","s_78","D_141","A_185","Fernandez",1997,"Oil enriched diets and behavioural","J009","rats","Wistar","calorie","-",50,NA,"yes","yes","yes","no","A04_Panlab_Barcelona","A04_Panlab_Barcelona",0,42,"pre+lact",72,12,10,"no","single",23,12,8,"yes","no","m","",356.2,3.8,272.4,2.3,15,14,90,5.88,0.07,4.89,"0.06",15,42,"control","yes","A04_Panlab_Barcelona",21,"yes",120,"ANXIETY","ANXIETY","Open_Field",3,"center_square_crossed","#","yes","day","C_M",2.11,0.51,14,6.8,1.92,15,"con_281","no","calorie-","calorie-.ANXIETY","CR_anx",0,1.90824526725471,7.43612802471824,3.6414,55.296,-0.850267630775005,0.826428351407481,0.38825647015078,29,0.150743086613943,1.17023466469409,0.138145051722802,0.371678694200787
