"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined"
"comp_463","s_42","D_83","A_118","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",0,"22","pre",NA,10,11,"yes","",NA,"12",8,"yes","no","f","","389.36",25.53,405.75,25.53,19,19,396,5.44,0.32,5.36,"0.55",73,87,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","day","con_LPA_day_f",300,55.81,5,376.74,48.84,5,"con_159","no","protein-","protein-.EXPLORATION","PR_exp",0,124.794953824263,109.20956002109,15573.7805,11926.728,-0.654434868405323,-0.591102461785453,0.635450902221414,46,0.403797849134009
"comp_466","s_42","D_80","A_111","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",0,"7","pre",NA,10,10,"yes","",NA,"12",8,"yes","no","m","","771.05",53.48,689.84,42.78,18,12,396,5.46,0.47,5.49,"0.62",71,38,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPE_night_m",420.81,129.48,4,275.14,48.56,5,"con_162","no","protein-","protein-.EXPLORATION","PR_exp",0,258.96,108.58346098739,67060.2816,11790.368,0.77338149450808,0.687450217340516,0.678119148228538,24,0.459845579194198
"comp_469","s_42","D_81","A_112","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",8,"14","pre",NA,10,8,"yes","",NA,"12",8,"yes","no","m","","774.05",53.48,721.93,48.13,18,13,396,5.96,0.6,5.49,"0.62",71,64,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPM_night_m",331.79,40.46,5,275.14,48.56,5,"con_162","no","protein-","protein-.EXPLORATION","PR_exp",0,90.4713103696415,108.58346098739,8185.058,11790.368,0.56684835032142,0.511992058354831,0.636758324572898,24,0.405461163912884
"comp_472","s_42","D_82","A_113","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",15,"22","pre",NA,10,10,"yes","",NA,"12",8,"yes","no","m","","777.05",53.48,748.66,53.48,18,21,396,5.47,0.39,5.49,"0.62",71,82,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPL_night_m",315.61,48.55,5,275.14,48.56,5,"con_162","no","protein-","protein-.EXPLORATION","PR_exp",0,108.561100307615,108.58346098739,11785.5125,11790.368,0.372747072678886,0.336674775322865,0.634319679925185,24,0.40236145634039
"comp_475","s_42","D_83","A_114","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",0,"22","pre",NA,10,11,"yes","",NA,"12",8,"yes","no","m","","780.05",53.48,721.93,48.13,18,18,396,5.76,0.42,5.49,"0.62",71,86,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPA_night_m",404.62,145.67,5,275.14,48.56,5,"con_162","no","protein-","protein-.EXPLORATION","PR_exp",0,325.728022282394,108.58346098739,106098.7445,11790.368,0.53331136591034,0.481700588564178,0.636265724380399,24,0.404834072021314
"comp_478","s_42","D_80","A_115","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",0,"7","pre",NA,10,10,"yes","",NA,"12",8,"yes","no","f","","481.92",4738.3,396.75,25.53,19,17,396,5.31,0.57,5.36,"0.55",73,43,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPE_night_f",258.96,32.37,5,331.79,72.83,5,"con_165","no","protein-","protein-.EXPLORATION","PR_exp",0,72.3815204316682,162.85283080131,5239.0845,26521.0445,-0.577941896746326,-0.522012035770875,0.636432425866449,27,0.405046232694253
"comp_481","s_42","D_81","A_116","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",8,"14","pre",NA,10,8,"yes","",NA,"12",8,"yes","no","f","","382.98",25.53,399.75,25.53,19,15,396,5.64,0.58,5.36,"0.55",73,52,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPM_night_f",250.87,40.46,5,331.79,72.83,5,"con_165","no","protein-","protein-.EXPLORATION","PR_exp",0,90.4713103696415,162.85283080131,8185.058,26521.0445,-0.614282226026497,-0.554835558991675,0.636946455356446,27,0.405700786991141
"comp_484","s_42","D_82","A_117","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",15,"22","pre",NA,10,10,"yes","",NA,"12",8,"yes","no","f","","411.7",25.62,402.75,25.53,19,15,396,5.16,0.4,5.36,"0.55",73,73,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPL_night_f",226.59,24.28,7,331.79,72.83,5,"con_165","no","protein-","protein-.EXPLORATION","PR_exp",0,64.2388418326483,162.85283080131,4126.6288,26521.0445,-0.919684602002436,-0.848939632617633,0.596827790382196,27,0.356203411372494
"comp_487","s_42","D_83","A_118","Bellinger",2006,"Exposure to undernutrition in fetal","J050","rats","Wistar","protein","-",50,NA,"no","","yes","yes","CRMX_special_Diet_Cambridge_18%Casein","CRMX_special_Diet_Cambridge_9%Casein",0,"22","pre",NA,10,11,"yes","",NA,"12",8,"yes","no","f","","389.36",25.53,405.75,25.53,19,19,396,5.44,0.32,5.36,"0.55",73,87,"control","yes","B&K_Universal_rodent_diet_20%protein",28,"yes","396","ACTIVITY","EXPLORATION","Photocell_device","30","rearing","sec","yes","night","con_LPA_night_f",291.33,48.56,5,331.79,72.83,5,"con_165","no","protein-","protein-.EXPLORATION","PR_exp",0,108.58346098739,162.85283080131,11790.368,26521.0445,-0.2923322936972,-0.264042071726503,0.63347539657625,27,0.401291078067438
"comp_502","s_47","D_89","A_127","Massaro",1977,"Early protein malnutrition in the","J016","rats","Sprague-Dawley","protein","-",48,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_12%Casein",22,"29","lact",NA,8,8,"no","single",NA,"12",8,"yes","no","m","pair","97.86",2.45,44.04,5.5,16,16,29,NA,NA,NA,"",NA,NA,"control","yes","Barnes_isocal_25%Casein",29,"yes","29","EXPLORATION","EXPLORATION","homecage_2_pups","720","%_time_rearing","%","yes","night","C_LP",5.85,1.2,16,9.9,0.75,16,"con_179","yes","protein-","protein-.EXPLORATION","PR_exp",0,4.8,3,23.04,9,-1.01186778014441,-0.986358508376067,0.375785912168215,32,0.141215051784098
"comp_503","s_47","D_89","A_127","Massaro",1977,"Early protein malnutrition in the","J016","rats","Sprague-Dawley","protein","-",48,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_12%Casein",22,"29","lact",NA,8,8,"no","single",NA,"12",8,"yes","no","m","pair","97.86",2.45,44.04,5.5,16,16,29,NA,NA,NA,"",NA,NA,"control","yes","Barnes_isocal_25%Casein",29,"yes","29","ACTIVITY","EXPLORATION","homecage_2_pups","720","%_time_climbing","%","yes","night","C_LP",8.65,3.06,16,5.65,0.82,16,"con_180","yes","protein-","protein-.EXPLORATION","PR_exp",0,12.24,3.28,149.8176,10.7584,0.334808083489673,0.326367543569765,0.356055140240379,32,0.126775262891596
"comp_505","s_48","D_90","A_128","Massaro",1977,"Protein malnutrition induced during gestation","J016","rats","Sprague-Dawley","protein","-",28,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_7%Casein",0,"22","pre",NA,7,6,"no","single",NA,"12",8,"yes","no","m","dam","",NA,NA,NA,NA,NA,NA,6.63,NA,5.51,"t=5.05, df=38, p<0.001",56,48,"control","yes","Barnes_isocal_25%Casein",0,"yes","21","ACTIVITY","EXPLORATION","homecage","720","%_time_climbing","%","yes","night","C_LP",4.75,2.37,48,8.63,1.4,56,"con_182","yes","protein-","protein-.EXPLORATION","PR_exp",0,16.419841655753,10.476640682967,269.6112,109.76,-0.28649168446739,-0.284379952149449,0.19770409038041,104,0.0390869073531454
"comp_506","s_48","D_90","A_128","Massaro",1977,"Protein malnutrition induced during gestation","J016","rats","Sprague-Dawley","protein","-",28,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_7%Casein",0,"22","pre",NA,7,6,"no","single",NA,"12",8,"yes","no","m","dam","",NA,NA,NA,NA,NA,NA,6.63,NA,5.51,"t=5.05, df=38, p<0.001",56,48,"control","yes","Barnes_isocal_25%Casein",0,"yes","17","EXPLORATION","EXPLORATION","homecage","720","%_time_rearing","%","yes","night","C_LP",2.37,0.73,48,2.92,0.73,56,"con_183","yes","protein-","protein-.EXPLORATION","PR_exp",0,5.05758835810112,5.46281978468995,25.5792,29.8424,-0.104167443273965,-0.103399624281774,0.196832124962987,104,0.0387428854174449
"comp_583","s_61","D_115","A_155","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"29","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,444.04,10.2,32,38,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","EXPLORATION","EXPLORATION","EPM","5","rearing","#","yes","day","W_M7",4.98,0.53,38,3.88,1.06,32,"con_226","no","protein-","protein-.EXPLORATION","PR_exp",0,3.26713942157356,5.99626550446192,10.6742,35.9552,0.233465353999163,0.230880866685519,0.240327979194603,139,0.0577575375837614
"comp_590","s_61","D_116","A_156","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"36","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,373.92,7.8,32,36,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","EXPLORATION","EXPLORATION","EPM","5","rearing","#","yes","day","W_M14",5.56,1.23,36,3.88,1.06,32,"con_226","no","protein-","protein-.EXPLORATION","PR_exp",0,7.38,5.99626550446192,54.4644,35.9552,0.248322216691344,0.245489643877374,0.243402052061493,139,0.0592445589477455
"comp_597","s_61","D_117","A_157","Francolin-Silva",2006,"Anxiolytic-like effects of short-term","J008","rats","Wistar","protein","-",38,NA,"no","yes","yes","yes","Francolin-Silva_isocal_16protein","Francolin-Silva_isocal_6protein",22,"43","lact",NA,NA,NA,"yes","single",24,"12",8,"yes","no","m","","476.09",10.8,369.45,9.4,32,33,70,NA,NA,NA,"",NA,NA,"control","yes","Francolin-Silva_Standard_Lab_Chow",21,"yes","70","EXPLORATION","EXPLORATION","EPM","5","rearing","#","yes","day","W_M21",6.3,1.41,33,3.88,1.06,32,"con_226","no","protein-","protein-.EXPLORATION","PR_exp",0,8.09983333161862,5.99626550446192,65.6073,35.9552,0.338812697431992,0.334763143279418,0.248909916864427,139,0.0619561467134559
"comp_604","s_63","D_119","A_160","Almeida",1993,"Effects of early protein malnutrition","J009","rats","Wistar","protein","-",32,NA,"no","yes","yes","yes","Barnes_isocal_25%Casein","Barnes_isocal_8%Casein",22,"43","lact",NA,NA,NA,"no","single",24,"12",6,"yes","yes","m","single","333.7",7.9,296.9,11.5,10,10,70,NA,NA,NA,"",NA,NA,"control","yes","Almeida_lab_chow",21,"yes","70","EXPLORATION","EXPLORATION","EPM","5","rearings","#","yes","day","con_exp",1,0.42,10,0.41,0.21,10,"con_233","no","protein-","protein-.EXPLORATION","PR_exp",0,1.32815661727072,0.66407830863536,1.764,0.441,0.561904761904762,0.538162307176392,0.456119461352001,20,0.208044963024039
