"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined"
"comp_257","s_23","D_39","A_63","Raygada",2005,"High maternal intake of polyunsaturated","J014","mice","C3H/HeOuj","calorie","+",2.8,NA,"no","yes","yes","yes","AIN93_isocal_16%fat","PUFA_isocal_43%fat",-7,"22","pre",49,8,8,"no","single",NA,"",NA,"","no","f","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Purina_Chow_5001_12%fat",0,"yes","365","ACTIVITY","ACTIVITY","Open_Field","3","square_crossed","#","yes","day","con_C3H_f",20.93,2.99,8,30.65,5.23,8,"con_105","no","calorie+","calorie+.ACTIVITY","OB_act",0,8.45699710299111,14.7926738624226,71.5208,218.8232,-0.806723735356303,-0.762720622518686,0.520361918970664,16,0.270776526714832
"comp_260","s_23","D_40","A_66","Raygada",2005,"High maternal intake of polyunsaturated","J014","mice","CD-1","calorie","+",2.8,NA,"no","yes","yes","yes","AIN93_isocal_16%fat","PUFA_isocal_43%fat",-7,"22","pre",49,8,8,"no","single",NA,"",NA,"","no","m","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Purina_Chow_5001_12%fat",0,"yes","60","ACTIVITY","ACTIVITY","Open_Field","3","square_crossed","#","yes","day","con_CD1_m",112.9,7.48,8,84.49,5.23,8,"con_107","no","calorie+","calorie+.ACTIVITY","OB_act",0,21.1566348931015,14.7926738624226,447.6032,218.8232,1.55636026726599,1.47146788905148,0.572126913633605,16,0.327329205303915
"comp_263","s_23","D_40","A_69","Raygada",2005,"High maternal intake of polyunsaturated","J014","mice","CD-1","calorie","+",2.8,NA,"no","yes","yes","yes","AIN93_isocal_16%fat","PUFA_isocal_43%fat",-7,"22","pre",49,8,8,"no","single",NA,"",NA,"","no","f","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Purina_Chow_5001_12%fat",0,"yes","60","ACTIVITY","ACTIVITY","Open_Field","3","square_crossed","#","yes","day","con_CD1_f",128.6,5.98,8,86.73,6.73,8,"con_109","no","calorie+","calorie+.ACTIVITY","OB_act",0,16.9139942059822,19.0353145495419,286.0832,362.3432,2.32534616933037,2.19850910554872,0.650094561450778,16,0.422622938827879
"comp_496","s_46","D_88","A_125","Khan",2003,"Gender-linked hypertension in offspring","J051","rats","Sprague-Dawley","calorie","+",4.8,NA,"yes","no","yes","yes","RM3_diet_Special_diet_service","RM3_diet_Special_diet_service",-10,"43","pre+lact",NA,12,14,"no","",NA,"",8,"yes","no","m","single","4238.57",17.54,467.84,11.7,12,14,80,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","80","ACTIVITY","ACTIVITY","homecage","720","activity","#","yes","day","C_LF_male_day",1.6,0.1,6,1.4,0.1,6,"con_173","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.244948974278318,0.244948974278318,0.06,0.06,0.816496580927727,0.753689151625594,0.601444677586591,12,0.361735700197239
"comp_497","s_46","D_88","A_125","Khan",2003,"Gender-linked hypertension in offspring","J051","rats","Sprague-Dawley","calorie","+",4.8,NA,"yes","no","yes","yes","RM3_diet_Special_diet_service","RM3_diet_Special_diet_service",-10,"43","pre+lact",NA,12,14,"no","",NA,"",8,"yes","no","m","single","4238.57",17.54,467.84,11.7,12,14,80,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","80","ACTIVITY","ACTIVITY","homecage","720","activity","#","yes","night","C_LF_male_night",4.4,0.3,6,4.3,0.4,6,"con_174","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.734846922834953,0.979795897113271,0.54,0.96,0.115470053837926,0.106587742004239,0.577842003207288,12,0.333901380670611
"comp_498","s_46","D_88","A_126","Khan",2003,"Gender-linked hypertension in offspring","J051","rats","Sprague-Dawley","calorie","+",4.8,NA,"yes","no","yes","yes","RM3_diet_Special_diet_service","RM3_diet_Special_diet_service",-10,"43","pre+lact",NA,12,14,"no","",NA,"",8,"yes","no","f","single","258.11",14.04,279.2,6.98,12,14,80,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","80","ACTIVITY","ACTIVITY","homecage","720","activity","#","yes","day","C_LF_female_day",1.9,0.3,6,2.2,0.1,6,"con_175","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.734846922834953,0.244948974278318,0.54,0.06,-0.547722557505167,-0.505590053081692,0.58831488033373,12,0.346114398422091
"comp_499","s_46","D_88","A_126","Khan",2003,"Gender-linked hypertension in offspring","J051","rats","Sprague-Dawley","calorie","+",4.8,NA,"yes","no","yes","yes","RM3_diet_Special_diet_service","RM3_diet_Special_diet_service",-10,"43","pre+lact",NA,12,14,"no","",NA,"",8,"yes","no","f","single","258.11",14.04,279.2,6.98,12,14,80,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","80","ACTIVITY","ACTIVITY","homecage","720","activity","#","yes","night","C_LF_female_night",4.2,0.3,6,4.5,0.2,6,"con_176","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.734846922834953,0.489897948556636,0.54,0.24,-0.480384461415261,-0.443431810537164,0.585802801173865,12,0.343164921863147
"comp_507","s_49","D_91","A_129","Naef",2011,"Maternal high-fat intake alters","J021","rats","Sprague-Dawley","calorie","+",6,1.315942029,"no","","yes","yes","Teklad_5%fat","Teklad_30%fat",12,"43","pre+lact",NA,NA,NA,"no","",25,"12",10,"yes","no","m","pair","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Teklad_5%fat",22,"yes","95","ACTIVITY","ACTIVITY","Photocell_device","90","distance","cm","yes","day","con_exp_saline",1155.62,120.37,13,1264.28,166.78,16,"con_184","no","calorie+","calorie+.ACTIVITY","OB_act",0,434.0002070276,667.12,188356.1797,445049.0944,-0.188877291273015,-0.183581666284052,0.374228796673951,29,0.140047192260033
"comp_514","s_52","D_94","A_134","Rudyk",2011,"Increased cardiovascular reactivity to acute","J052","rats","Sprague-Dawley","calorie","+",5.5,1.289473684,"yes","","yes","yes","RM3_diet_Special_diet_service","Rudyk_fat_rich_diet",-10,"43","pre+lact",100,NA,NA,"no","single",20,"12",8,"yes","no","m","group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","720","count_per_min","#","yes","day","con_exp_m_day",2.5,0.2,8,2.3,0.8,7,"con_191","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.565685424949238,2.11660104885167,0.32,4.48,0.133630620956212,0.125769996194082,0.518136594933019,15,0.268465531008784
"comp_515","s_52","D_94","A_134","Rudyk",2011,"Increased cardiovascular reactivity to acute","J052","rats","Sprague-Dawley","calorie","+",5.5,1.289473684,"yes","","yes","yes","RM3_diet_Special_diet_service","Rudyk_fat_rich_diet",-10,"43","pre+lact",100,NA,NA,"no","single",20,"12",8,"yes","no","m","group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","720","count_per_min","#","yes","night","con_exp_m_night",2.1,0.3,8,4,0.5,7,"con_192","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.848528137423857,1.3228756555323,0.72,1.75,-1.73779990791475,-1.63557638391977,0.608889146849275,15,0.370745993150837
"comp_516","s_52","D_94","A_135","Rudyk",2011,"Increased cardiovascular reactivity to acute","J052","rats","Sprague-Dawley","calorie","+",5.5,1.289473684,"yes","","yes","yes","RM3_diet_Special_diet_service","Rudyk_fat_rich_diet",-10,"43","pre+lact",100,NA,NA,"no","single",20,"12",8,"yes","no","f","group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","720","count_per_min","#","yes","day","con_exp_f_day",2.5,0.3,8,2.5,0.2,7,"con_193","no","calorie+","calorie+.ACTIVITY","OB_act",0,0.848528137423857,0.529150262212918,0.72,0.28,0,0,0.517549169506766,15,0.267857142857143
"comp_517","s_52","D_94","A_135","Rudyk",2011,"Increased cardiovascular reactivity to acute","J052","rats","Sprague-Dawley","calorie","+",5.5,1.289473684,"yes","","yes","yes","RM3_diet_Special_diet_service","Rudyk_fat_rich_diet",-10,"43","pre+lact",100,NA,NA,"no","single",20,"12",8,"yes","no","f","group","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","720","count_per_min","#","yes","night","con_exp_f_night",4.2,0.5,8,4.1,0.2,7,"con_194","no","calorie+","calorie+.ACTIVITY","OB_act",0,1.4142135623731,0.529150262212918,2,0.28,0.0910539198855859,0.0856978069511397,0.517821985613483,15,0.26813960878469
"comp_518","s_53","D_95","A_136","Samuelsson ",2008,"Diet-induced obesity in female ","J051","mice","C57BL/6J","calorie","+",5.3,1.142857143,"yes","","","","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",100,20,30,"no","",25,"12",6,"yes","no","m","","23.2",0.4,25.5,0.5,8,8,92,NA,NA,NA,"",NA,NA,"control","yes","Samuelsson_standard_laboratory_chow",21,"yes","92","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","night","con_exp_m_night",6.41,5.13,6,5.13,1.71,6,"con_195","no","calorie+","calorie+.ACTIVITY","OB_act",0,12.5658823804777,4.18862746015923,157.9014,17.5446,0.136663718051971,0.126151124355666,0.57803895945009,12,0.334129038642143
"comp_519","s_53","D_95","A_136","Samuelsson ",2008,"Diet-induced obesity in female ","J051","mice","C57BL/6J","calorie","+",5.3,1.142857143,"yes","","","","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",100,20,30,"no","",25,"12",6,"yes","no","m","","23.2",0.4,25.5,0.5,8,8,92,NA,NA,NA,"",NA,NA,"control","yes","Samuelsson_standard_laboratory_chow",21,"yes","92","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","day","con_exp_m_day",11.97,3.42,6,11.97,1.71,6,"con_196","no","calorie+","calorie+.ACTIVITY","OB_act",0,8.37725492031847,4.18862746015923,70.1784,17.5446,0,0,0.577350269189626,12,0.333333333333333
"comp_520","s_53","D_95","A_137","Samuelsson ",2008,"Diet-induced obesity in female ","J051","mice","C57BL/6J","calorie","+",5.3,1.142857143,"yes","","","","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",100,20,30,"no","",25,"12",6,"yes","no","f","","20.8",0.4,21.8,0.2,8,8,92,NA,NA,NA,"",NA,NA,"control","yes","Samuelsson_standard_laboratory_chow",21,"yes","92","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","day","con_exp_f_day",0.78,0.78,6,3.91,1.17,6,"con_197","no","calorie+","calorie+.ACTIVITY","OB_act",0,1.91060199937088,2.86590299905632,3.6504,8.2134,-1.28513108053826,-1.18627484357378,0.635370548230034,12,0.403695733558133
"comp_521","s_53","D_95","A_137","Samuelsson ",2008,"Diet-induced obesity in female ","J051","mice","C57BL/6J","calorie","+",5.3,1.142857143,"yes","","","","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",100,20,30,"no","",25,"12",6,"yes","no","f","","20.8",0.4,21.8,0.2,8,8,92,NA,NA,NA,"",NA,NA,"control","yes","Samuelsson_standard_laboratory_chow",21,"yes","92","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","night","con_exp_f_night",9.77,1.95,6,9.77,4.3,6,"con_198","no","calorie+","calorie+.ACTIVITY","OB_act",0,4.7765049984272,10.5328058939677,22.815,110.94,0,0,0.577350269189626,12,0.333333333333333
"comp_625","s_67","D_124","A_165","Fernandes",2012,"Prenatal exposure to maternal obesity","J058","mice","C57BL/6J","calorie","+",5.3,1.142857143,"no","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,8,9,"no","",21,"12",6,"yes","no","m","single","29.05",0.56,28.74,0.26,9,8,136,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","136","ACTIVITY","ACTIVITY","Open_Field","10","Total_distance","cm","yes","day","OC_OO",6797.95,289.06,9,5785.44,361.23,8,"con_250","no","calorie+","calorie+.ACTIVITY","OB_act",0,867.18,1021.71273027207,752001.1524,1043896.9032,1.07433382681037,1.01970668307425,0.52035677032973,17,0.270771168427987
"comp_635","s_67","D_124","A_165","Fernandes",2012,"Prenatal exposure to maternal obesity","J058","mice","C57BL/6J","calorie","+",5.3,1.142857143,"no","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,8,9,"no","",21,"12",6,"yes","no","m","single","29.05",0.56,28.74,0.26,9,8,136,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","136","ACTIVITY","ACTIVITY","homecage","9","distance_moved_novelty","cm","yes","day","OC_OO",4346.77,222.23,9,3624.55,166.67,8,"con_256","no","calorie+","calorie+.ACTIVITY","OB_act",0,666.69,471.413948881447,444475.5561,222231.1112,1.23721239363904,1.17430328887773,0.531109579013672,17,0.282077384920079
"comp_636","s_67","D_124","A_165","Fernandes",2012,"Prenatal exposure to maternal obesity","J058","mice","C57BL/6J","calorie","+",5.3,1.142857143,"no","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,8,9,"no","",21,"12",6,"yes","no","m","single","29.05",0.56,28.74,0.26,9,8,136,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","136","ACTIVITY","ACTIVITY","homecage","10","distance_moved_night","cm","yes","night","OC_OO_night",1869.22,225.4,9,1528.82,395.09,8,"con_257","no","calorie+","calorie+.ACTIVITY","OB_act",0,676.2,1117.48327271597,457246.44,1248768.8648,0.374399843726025,0.355362563536566,0.490224978450256,17,0.240320529496554
"comp_637","s_68","D_125","A_166","Samuelsson ",2013,"Sucrose feeding in mouse pregnancy","J059","mice","C57BL/6J","calorie","+",1.7,1.03030303,"yes","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,12,12,"no","",20,"12",6,"yes","no","m","","24.17",0.42,24.58,0.83,6,8,84,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","day","OC_OCF_m_day",0.46,0.46,8,2.09,0.7,6,"con_258","no","calorie+","calorie+.ACTIVITY","OB_act",0,1.30107647738325,1.71464281994822,1.6928,2.94,-1.09584526707411,-1.02589769683534,0.579240382036827,14,0.335519420182169
"comp_638","s_68","D_125","A_166","Samuelsson ",2013,"Sucrose feeding in mouse pregnancy","J059","mice","C57BL/6J","calorie","+",1.7,1.03030303,"yes","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,12,12,"no","",20,"12",6,"yes","no","m","","24.17",0.42,24.58,0.83,6,8,84,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","night","OC_OCF_m_night",18.54,0.93,8,9.27,1.855,6,"con_259","no","calorie+","calorie+.ACTIVITY","OB_act",0,2.63043722601396,4.54380347286279,6.9192,20.64615,2.60751885610679,2.44108148231274,0.734815135575216,14,0.539953283470423
"comp_639","s_68","D_125","A_167","Samuelsson ",2013,"Sucrose feeding in mouse pregnancy","J059","mice","C57BL/6J","calorie","+",1.7,1.03030303,"yes","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,12,12,"no","",20,"12",6,"yes","no","f","","17.53",0.7,20.14,0.52,6,8,84,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","day","OC_OCF_f_day",5.98,5.53,8,8.05,1.61,6,"con_260","no","calorie+","calorie+.ACTIVITY","OB_act",0,15.6412019998464,3.94367848588092,244.6472,15.5526,-0.169472354486691,-0.158654970157754,0.541031861336733,14,0.29271547498149
"comp_640","s_68","D_125","A_167","Samuelsson ",2013,"Sucrose feeding in mouse pregnancy","J059","mice","C57BL/6J","calorie","+",1.7,1.03030303,"yes","","yes","yes","RM1_diet_Special_diet_service","AIN93G_Special_Dietary_Services",-42,"43","pre+lact",NA,12,12,"no","",20,"12",6,"yes","no","f","","17.53",0.7,20.14,0.52,6,8,84,NA,NA,NA,"",NA,NA,"control","yes","RM1_diet_Special_diet_service",21,"yes","91","ACTIVITY","ACTIVITY","radiotelemetry","60","count","#","yes","night","OC_OCF_f_night",12.77,3.68,8,6.09,1.05,6,"con_261","no","calorie+","calorie+.ACTIVITY","OB_act",0,10.408611819066,2.57196422992234,108.3392,6.615,0.822537124186561,0.770034754557632,0.562470500086695,14,0.316373063467776
