"comp_ID","study_ID","dam_ID","animal_ID","author","year","title","journal","species","strain","manip_type","manip_direction","nom_manip_val","nom_manip_val2","intake_reported","vitmin_eql","adlib_con","adlib_exp","diet_con","diet_exp","dam_diet_start_dPC","dam_diet_end_dPC","diet_label","age_mating","n_con_dam","n_exp_dam","multi_use_con","dam_housing","temperature","photoperiod","litter_size","litter_size_equalized","crossfostered","sex","housing","bodyweight_mean_contr","bodyweight_SE_contr","bodyweight_mean_exp","bodyweight_SE_exp","bw_N_contr","bw_N_exp","bw_dayPG","birthweight_mean_contr","birthweight_SE_contr","birthweight_mean_exp","birthweight_SE_exp","birthweight_N_contr","birthweight_N_exp","offspring_diet","offspring_con_adlib","offspring_diet_level","offspring_diet_end_dPP","post_diet_adlib","response_age_dPP","author.s.behaviour","my.behaviour","response_test","time_trial","measure","unit","high_better","night.day","comparison","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","con_ID","percentage","treatment","set","set2","Missing","exp_sd","con_sd","varianceoftreatment","varianceofcontrols","d","H.d","SE.d","N_total","H.d_Var_combined","lnRR","lnRR_Var","lnRR_SE"
"comp_116","s_11","D_18","A_26","Bilbo",2010,"Enduring consequences of maternal obesity","J010","rats","Sprague-Dawley","calorie","+",8.1,1.361038961,"yes","no","yes","yes","Research_diets_D12450B","Research_diets_D06061202",-49,43,"pre+lact",60,NA,NA,"yes","pair",22,12,12,"yes","no","m","",429.28,9.94,560.22,16.57,8,8,90,NA,NA,NA,"",8,8,"control","yes","Rat_Chow_Lab_Diet_5001",21,"yes",90,"ANXIETY","ANXIETY","EPM",5,"time_in_closed_arm","sec","no","day","LFD_SFD_m",273.71,10.82,8,196.39,26.29,8,"con_56","no","calorie+","calorie+.ANXIETY","OB_anx",0,30.6035814897538,74.3593491095773,936.5792,5529.3128,1.35985505508331,1.28568114298786,0.533326354149021,24,0.284437000029887,0.331966673605737,0.0194828739460102,0.139581065857838
"comp_117","s_11","D_19","A_27","Bilbo",2010,"Enduring consequences of maternal obesity","J010","rats","Sprague-Dawley","calorie","+",8.1,1.361038961,"yes","no","yes","yes","Research_diets_D12450B","Research_diets_D06061202",-49,43,"pre+lact",60,NA,NA,"yes","pair",22,12,12,"yes","no","m","",429.28,9.94,442.54,14.92,8,8,90,NA,NA,NA,"",8,8,"control","yes","Rat_Chow_Lab_Diet_5001",21,"yes",90,"ANXIETY","ANXIETY","EPM",5,"time_in_open_arm","sec","yes","day","LFD_TFD_m",13.92,6.18,8,77.32,24.74,8,"con_55","no","calorie+","calorie+.ANXIETY","OB_anx",0,17.4796796309315,69.9752870662207,305.5392,4896.5408,-1.24312769609445,1.17532073085293,0.527995005113146,24,0.278778725424431,1.71462599943386,0.299485515968826,0.547252698457327
"comp_118","s_11","D_19","A_27","Bilbo",2010,"Enduring consequences of maternal obesity","J010","rats","Sprague-Dawley","calorie","+",8.1,1.361038961,"yes","no","yes","yes","Research_diets_D12450B","Research_diets_D06061202",-49,43,"pre+lact",60,NA,NA,"yes","pair",22,12,12,"yes","no","m","",429.28,9.94,442.54,14.92,8,8,90,NA,NA,NA,"",8,8,"control","yes","Rat_Chow_Lab_Diet_5001",21,"yes",90,"ANXIETY","ANXIETY","EPM",5,"time_in_closed_arm","sec","no","day","LFD_TFD_m",272.17,10.82,8,196.39,26.29,8,"con_56","no","calorie+","calorie+.ANXIETY","OB_anx",0,30.6035814897538,74.3593491095773,936.5792,5529.3128,1.33277051311709,1.26007393967434,0.532051578276769,24,0.2830788819468,0.326324392937708,0.0195006081046601,0.139644577784675
"comp_143","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-5",21,"yes",75,"ANXIETY","ANXIETY","EPM",5,"Open_arm_entries","#","yes","night","CTR_MO",9.99,1.3,6,7.74,1.6,6,"con_61","no","calorie+","calorie+.ANXIETY","OB_anx",0,3.18433666561813,3.91918358845308,10.14,15.36,0.630126037812604,-0.581654804134712,0.583422415421369,24,0.340381714816104,-0.255182905058826,0.0596663254453549,0.244266914348536
"comp_144","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-6",21,"yes",75,"ANXIETY","ANXIETY","EPM",5,"Open_arm_time","sec","yes","night","CTR_MO",222.77,11.88,6,218.32,22.28,6,"con_62","no","calorie+","calorie+.ANXIETY","OB_anx",0,29.0999381442642,54.5746314692092,846.8064,2978.3904,0.10175320956703,-0.0939260396003352,0.577509417327887,24,0.333517127102396,-0.0201779726766995,0.0132585513110995,0.115145782862854
"comp_145","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-7",21,"yes",75,"ANXIETY","ANXIETY","EPM",5,"Open_arm_dist","m","yes","night","CTR_MO",5.18,0.55,6,4.39,0.93,6,"con_63","no","calorie+","calorie+.ANXIETY","OB_anx",0,1.34721935853075,2.27802546078836,1.815,5.1894,0.422140110457489,-0.389667794268452,0.580083345123247,24,0.336496687289376,-0.165475829184312,0.0561520315092552,0.236964198792255
"comp_148","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-10",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Border_zone_entries","#","no","night","CTR_MO",22.3,2.9,6,12.3,1.7,6,"con_66","no","calorie+","calorie+.ANXIETY","OB_anx",0,7.10352025407122,4.1641325627314,50.46,17.34,1.71751346643182,1.58539704593706,0.621045553100877,24,0.385697579026374,0.594987416087701,0.0360140473495369,0.189773674016015
"comp_149","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-11",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Border_zone_time","sec","no","night","CTR_MO",539,6,6,519,45.7,6,"con_67","no","calorie+","calorie+.ANXIETY","OB_anx",0,14.6969384566991,111.941681245191,216,12530.94,0.250519780611692,0.231249028256947,0.578314290868112,24,0.334447419022287,0.0378116877431084,0.00787741340440569,0.0887547936981755
"comp_150","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-12",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Border_zone_distance","m","no","night","CTR_MO",48.7,10.2,6,39.1,4.2,6,"con_68","no","calorie+","calorie+.ANXIETY","OB_anx",0,24.9847953763884,10.2878569196893,624.24,105.84,0.502459434417062,0.463808708692673,0.58121852098019,24,0.337814969130399,0.219556563097224,0.0554058392312862,0.23538444985021
"comp_151","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-13",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Center_zone_entries","#","yes","night","CTR_MO",21.3,2.9,6,11.6,1.9,6,"con_69","no","calorie+","calorie+.ANXIETY","OB_anx",0,7.10352025407122,4.65403051128804,50.46,21.66,1.6153211261367,-1.49106565489542,0.616158745562793,24,0.379651599733514,-0.607701974603061,0.0453650671574605,0.21299076777518
"comp_152","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-14",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Center_zone_time","sec","yes","night","CTR_MO",61,5.9,6,81,45.7,6,"con_70","no","calorie+","calorie+.ANXIETY","OB_anx",0,14.4519894824207,111.941681245191,208.86,12530.94,-0.250589972478272,0.231313820749174,0.578314830701913,24,0.334448043409783,0.283575290499127,0.32767386592678,0.572428044322411
"comp_153","s_13","D_23","A_31","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,43,"pre+lact",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Center_zone_distance","m","yes","night","CTR_MO",7.9,0.9,6,5.2,0.9,6,"con_71","no","calorie+","calorie+.ANXIETY","OB_anx",0,2.20454076850486,2.20454076850486,4.86,4.86,1.22474487139159,-1.13053372743839,0.59996712598962,24,0.359960552268245,-0.418204133885594,0.0429343106143853,0.20720596182153
"comp_154","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","EPM",5,"Open_arm_entries","#","yes","night","CTR_PG",8.33,1.54,6,7.74,1.6,6,"con_61","no","calorie+","calorie+.ANXIETY","OB_anx",0,3.77221420388609,3.91918358845308,14.2296,15.36,0.15339014653347,-0.141590904492434,0.577711865614306,24,0.333750999671562,-0.0734617685771156,0.0769108519109165,0.277328058282815
"comp_155","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","EPM",5,"Open_arm_time","sec","yes","night","CTR_PG",249.5,40.1,6,218.32,22.28,6,"con_62","no","calorie+","calorie+.ANXIETY","OB_anx",0,98.2245386856054,54.5746314692092,9648.06,2978.3904,0.392419400674316,-0.362233292930138,0.579712805305836,24,0.336066936635563,-0.13349703879149,0.0362459997880359,0.190383822285498
"comp_156","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","EPM",5,"Open_arm_dist","m","yes","night","CTR_PG",4.44,0.93,6,4.39,0.93,6,"con_63","no","calorie+","calorie+.ANXIETY","OB_anx",0,2.27802546078836,2.27802546078836,5.1894,5.1894,0.0219488328206381,-0.0202604610652044,0.577357675216054,24,0.333341885130887,-0.0113251493570535,0.0887516126126973,0.297912088732057
"comp_159","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Border_zone_entries","#","no","night","CTR_PG",16.3,2.4,6,12.3,1.7,6,"con_66","no","calorie+","calorie+.ANXIETY","OB_anx",0,5.87877538267963,4.1641325627314,34.56,17.34,0.785219923048942,0.724818390506716,0.586752391331882,24,0.344278368733682,0.281565845434345,0.0407817869512626,0.201945009721118
"comp_160","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Border_zone_time","sec","no","night","CTR_PG",547,9.3,6,519,45.7,6,"con_67","no","calorie+","calorie+.ANXIETY","OB_anx",0,22.7802546078836,111.941681245191,518.94,12530.94,0.346632891648605,0.319968823060251,0.579194484602872,24,0.335466250994387,0.0525449192560926,0.00804256025419977,0.0896803225585177
"comp_161","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Border_zone_distance","m","no","night","CTR_PG",43.8,4.1,6,39.1,4.2,6,"con_68","no","calorie+","calorie+.ANXIETY","OB_anx",0,10.042907945411,10.2878569196893,100.86,105.84,0.462319931865474,0.426756860183514,0.580626841900805,24,0.337127529535702,0.11351135039108,0.0203007137895882,0.142480573376121
"comp_162","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Center zone entries","#","yes","night","CTR_PG",15.8,2.5,6,11.6,1.9,6,"con_69","no","calorie+","calorie+.ANXIETY","OB_anx",0,6.12372435695795,4.65403051128804,37.5,21.66,0.772236287920569,-0.712833496542063,0.586446423984329,24,0.343919408204008,-0.309004841920602,0.0518642326519748,0.227737200852155
"comp_163","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Center_zone_time","sec","yes","night","CTR_PG",53,9.3,6,81,45.7,6,"con_70","no","calorie+","calorie+.ANXIETY","OB_anx",0,22.7802546078836,111.941681245191,518.94,12530.94,-0.346632891648605,0.319968823060251,0.579194484602872,24,0.335466250994387,0.424157241120317,0.34910917067199,0.590854610434741
"comp_164","s_13","D_24","A_32","Rodriguez",2012,"Maternal obesity in the rat programs","J022","rats","Wistar","calorie","+",5,1.225,"no","no","yes","yes","Zeigler_Rodent_RQ22-5","Hhigh_fat_Rodriguez",-99,-30,"pregestation",120,12,12,"yes","",22,12,10,"yes","no","m","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"control","yes","Zeigler_Rodent_RQ22-15",21,"yes",75,"ANXIETY","ANXIETY","Open_Field",60,"Center_zone_distance","m","yes","night","CTR_PG",6.6,1.2,6,5.2,0.9,6,"con_71","no","calorie+","calorie+.ANXIETY","OB_anx",0,2.93938769133981,2.20454076850486,8.64,4.86,0.53886025124365,-0.497409462686447,0.581797075404625,24,0.338487836949375,-0.238411023444998,0.0630134725414446,0.251024844470512
